[NADP] (uM),[G6P] (uM),[NADPH] (uM),[PGLn] (uM),[ATP] (uM),Rate_V,V_fig_i,Specific_Activity,Article,Fig,X_axis_label,Experiment_date,pH,Temperature,Apparent_Keq,NADP raw,G6P raw,NADPH raw,PGLn raw,Rate V raw,Notes
1,200,0,0,0,15.33,1,161,Wang2002,1A,NADP,,8,25,43.743,1,200,0,0,0.0652,
1.401,200,0,0,0,19.94,1,161,Wang2002,1A,NADP,,8,25,43.743,0.714,200,0,0,0.0502,
2.004,200,0,0,0,27.16,1,161,Wang2002,1A,NADP,,8,25,43.743,0.499,200,0,0,0.0368,
3.493,200,0,0,0,43.86,1,161,Wang2002,1A,NADP,,8,25,43.743,0.2863,200,0,0,0.0228,
5.028,200,0,0,0,52.8,1,161,Wang2002,1A,NADP,,8,25,43.743,0.1989,200,0,0,0.0189,
10,200,0,0,0,77.04,1,161,Wang2002,1A,NADP,,8,25,43.743,0.1,200,0,0,0.013,
25.562,200,0,0,0,95.06,1,161,Wang2002,1A,NADP,,8,25,43.743,0.0391,200,0,0,0.0105,
51.099,200,0,0,0,101.83,1,161,Wang2002,1A,NADP,,8,25,43.743,0.0196,200,0,0,0.0098,
72.359,200,0,0,0,105.61,1,161,Wang2002,1A,NADP,,8,25,43.743,0.0138,200,0,0,0.0095,
1,100,0,0,0,12.9,1,161,Wang2002,1A,NADP,,8,25,43.743,1,100,0,0,0.0775,
1.401,100,0,0,0,17.6,1,161,Wang2002,1A,NADP,,8,25,43.743,0.714,100,0,0,0.0568,
2.004,100,0,0,0,22.45,1,161,Wang2002,1A,NADP,,8,25,43.743,0.499,100,0,0,0.0445,
3.506,100,0,0,0,34.35,1,161,Wang2002,1A,NADP,,8,25,43.743,0.2852,100,0,0,0.0291,
5.028,100,0,0,0,43.86,1,161,Wang2002,1A,NADP,,8,25,43.743,0.1989,100,0,0,0.0228,
10.111,100,0,0,0,63.37,1,161,Wang2002,1A,NADP,,8,25,43.743,0.0989,100,0,0,0.0158,
25.562,100,0,0,0,79.18,1,161,Wang2002,1A,NADP,,8,25,43.743,0.0391,100,0,0,0.0126,
51.073,100,0,0,0,89.13,1,161,Wang2002,1A,NADP,,8,25,43.743,0.0196,100,0,0,0.0112,
78.864,100,0,0,0,95.06,1,161,Wang2002,1A,NADP,,8,25,43.743,0.0127,100,0,0,0.0105,
1,60,0,0,0,10.48,1,161,Wang2002,1A,NADP,,8,25,43.743,1,60,0,0,0.0954,
1.401,60,0,0,0,14.19,1,161,Wang2002,1A,NADP,,8,25,43.743,0.714,60,0,0,0.0705,
1.999,60,0,0,0,18.05,1,161,Wang2002,1A,NADP,,8,25,43.743,0.5002,60,0,0,0.0554,
3.493,60,0,0,0,28.23,1,161,Wang2002,1A,NADP,,8,25,43.743,0.2863,60,0,0,0.0354,
5.028,60,0,0,0,35.2,1,161,Wang2002,1A,NADP,,8,25,43.743,0.1989,60,0,0,0.0284,
10.109,60,0,0,0,50.03,1,161,Wang2002,1A,NADP,,8,25,43.743,0.0989,60,0,0,0.02,
25.556,60,0,0,0,62,1,161,Wang2002,1A,NADP,,8,25,43.743,0.0391,60,0,0,0.0161,
51.046,60,0,0,0,66.31,1,161,Wang2002,1A,NADP,,8,25,43.743,0.0196,60,0,0,0.0151,
86.655,60,0,0,0,71.28,1,161,Wang2002,1A,NADP,,8,25,43.743,0.0115,60,0,0,0.014,
1,40,0,0,0,8.49,1,161,Wang2002,1A,NADP,,8,25,43.743,1,40,0,0,0.1178,
1.4,40,0,0,0,11.69,1,161,Wang2002,1A,NADP,,8,25,43.743,0.7141,40,0,0,0.0856,
2.004,40,0,0,0,15.5,1,161,Wang2002,1A,NADP,,8,25,43.743,0.4991,40,0,0,0.0645,
3.493,40,0,0,0,23.18,1,161,Wang2002,1A,NADP,,8,25,43.743,0.2863,40,0,0,0.0431,
5.025,40,0,0,0,28.23,1,161,Wang2002,1A,NADP,,8,25,43.743,0.199,40,0,0,0.0354,
9.99,40,0,0,0,40.16,1,161,Wang2002,1A,NADP,,8,25,43.743,0.1001,40,0,0,0.0249,
24.82,40,0,0,0,52.8,1,161,Wang2002,1A,NADP,,8,25,43.743,0.0403,40,0,0,0.0189,
51.02,40,0,0,0,58.21,1,161,Wang2002,1A,NADP,,8,25,43.743,0.0196,40,0,0,0.0172,
96.154,40,0,0,0,62,1,161,Wang2002,1A,NADP,,8,25,43.743,0.0104,40,0,0,0.0161,
1,25,0,0,0,7.13,1,161,Wang2002,1A,NADP,,8,25,43.743,1,25,0,0,0.1403,
1.4,25,0,0,0,9.2,1,161,Wang2002,1A,NADP,,8,25,43.743,0.7142,25,0,0,0.1087,
2.004,25,0,0,0,11.96,1,161,Wang2002,1A,NADP,,8,25,43.743,0.4991,25,0,0,0.0836,
3.506,25,0,0,0,18.4,1,161,Wang2002,1A,NADP,,8,25,43.743,0.2852,25,0,0,0.0544,
5.025,25,0,0,0,21.77,1,161,Wang2002,1A,NADP,,8,25,43.743,0.199,25,0,0,0.0459,
10.106,25,0,0,0,32.4,1,161,Wang2002,1A,NADP,,8,25,43.743,0.099,25,0,0,0.0309,
25.17,25,0,0,0,41.93,1,161,Wang2002,1A,NADP,,8,25,43.743,0.0397,25,0,0,0.0239,
50.994,25,0,0,0,45.27,1,161,Wang2002,1A,NADP,,8,25,43.743,0.0196,25,0,0,0.0221,
78.678,25,0,0,0,47.53,1,161,Wang2002,1A,NADP,,8,25,43.743,0.0127,25,0,0,0.021,
0.999,20,0,0,0,5.57,1,161,Wang2002,1A,NADP,,8,25,43.743,1.001,20,0,0,0.1796,
1.4,20,0,0,0,7.96,1,161,Wang2002,1A,NADP,,8,25,43.743,0.7142,20,0,0,0.1256,
2.003,20,0,0,0,10.22,1,161,Wang2002,1A,NADP,,8,25,43.743,0.4992,20,0,0,0.0979,
3.505,20,0,0,0,15.67,1,161,Wang2002,1A,NADP,,8,25,43.743,0.2853,20,0,0,0.0638,
5.025,20,0,0,0,19.01,1,161,Wang2002,1A,NADP,,8,25,43.743,0.199,20,0,0,0.0526,
10.104,20,0,0,0,27.16,1,161,Wang2002,1A,NADP,,8,25,43.743,0.099,20,0,0,0.0368,
25.523,20,0,0,0,32.78,1,161,Wang2002,1A,NADP,,8,25,43.743,0.0392,20,0,0,0.0305,
50.942,20,0,0,0,38.02,1,161,Wang2002,1A,NADP,,8,25,43.743,0.0196,20,0,0,0.0263,
86.43,20,0,0,0,40.73,1,161,Wang2002,1A,NADP,,8,25,43.743,0.0116,20,0,0,0.0246,
0.999,15,0,0,0,4.68,1,161,Wang2002,1A,NADP,,8,25,43.743,1.001,15,0,0,0.2136,
1.4,15,0,0,0,5.81,1,161,Wang2002,1A,NADP,,8,25,43.743,0.7144,15,0,0,0.1722,
2.003,15,0,0,0,8.2,1,161,Wang2002,1A,NADP,,8,25,43.743,0.4993,15,0,0,0.122,
3.49,15,0,0,0,12.56,1,161,Wang2002,1A,NADP,,8,25,43.743,0.2865,15,0,0,0.0796,
5.023,15,0,0,0,15.41,1,161,Wang2002,1A,NADP,,8,25,43.743,0.1991,15,0,0,0.0649,
10.1,15,0,0,0,21.12,1,161,Wang2002,1A,NADP,,8,25,43.743,0.099,15,0,0,0.0473,
25.51,15,0,0,0,26.9,1,161,Wang2002,1A,NADP,,8,25,43.743,0.0392,15,0,0,0.0372,
48.077,15,0,0,0,30.33,1,161,Wang2002,1A,NADP,,8,25,43.743,0.0208,15,0,0,0.033,
71.942,15,0,0,0,32.04,1,161,Wang2002,1A,NADP,,8,25,43.743,0.0139,15,0,0,0.0312,
0.999,12,0,0,0,3.68,1,161,Wang2002,1A,NADP,,8,25,43.743,1.001,12,0,0,0.2721,
1.4,12,0,0,0,4.81,1,161,Wang2002,1A,NADP,,8,25,43.743,0.7145,12,0,0,0.208,
2.002,12,0,0,0,6.42,1,161,Wang2002,1A,NADP,,8,25,43.743,0.4994,12,0,0,0.1557,
3.504,12,0,0,0,10.15,1,161,Wang2002,1A,NADP,,8,25,43.743,0.2854,12,0,0,0.0986,
5.023,12,0,0,0,12.9,1,161,Wang2002,1A,NADP,,8,25,43.743,0.1991,12,0,0,0.0775,
9.98,12,0,0,0,17.82,1,161,Wang2002,1A,NADP,,8,25,43.743,0.1002,12,0,0,0.0561,
25.497,12,0,0,0,22.99,1,161,Wang2002,1A,NADP,,8,25,43.743,0.0392,12,0,0,0.0435,
50.839,12,0,0,0,24.58,1,161,Wang2002,1A,NADP,,8,25,43.743,0.0197,12,0,0,0.0407,
71.839,12,0,0,0,25.69,1,161,Wang2002,1A,NADP,,8,25,43.743,0.0139,12,0,0,0.0389,
0.999,10,0,0,0,3.13,1,161,Wang2002,1A,NADP,,8,25,43.743,1.001,10,0,0,0.3191,
1.399,10,0,0,0,4.2,1,161,Wang2002,1A,NADP,,8,25,43.743,0.7146,10,0,0,0.2381,
1.998,10,0,0,0,5.5,1,161,Wang2002,1A,NADP,,8,25,43.743,0.5006,10,0,0,0.1817,
3.504,10,0,0,0,8.77,1,161,Wang2002,1A,NADP,,8,25,43.743,0.2854,10,0,0,0.114,
5.051,10,0,0,0,10.41,1,161,Wang2002,1A,NADP,,8,25,43.743,0.198,10,0,0,0.0961,
10.094,10,0,0,0,14.77,1,161,Wang2002,1A,NADP,,8,25,43.743,0.0991,10,0,0,0.0677,
25.478,10,0,0,0,19.14,1,161,Wang2002,1A,NADP,,8,25,43.743,0.0393,10,0,0,0.0523,
50.761,10,0,0,0,20.66,1,161,Wang2002,1A,NADP,,8,25,43.743,0.0197,10,0,0,0.0484,
81.833,10,0,0,0,21.85,1,161,Wang2002,1A,NADP,,8,25,43.743,0.0122,10,0,0,0.0458,
2.001,60,0,0,0,18.59,2,161,Wang2002,3A,NADP,,8,25,43.743,0.4997,60,0,0,0.0538,
3.504,60,0,0,0,27.57,2,161,Wang2002,3A,NADP,,8,25,43.743,0.2854,60,0,0,0.0363,
5.016,60,0,0,0,35.35,2,161,Wang2002,3A,NADP,,8,25,43.743,0.1993,60,0,0,0.0283,
10.031,60,0,0,0,50.11,2,161,Wang2002,3A,NADP,,8,25,43.743,0.0997,60,0,0,0.02,
20.282,60,0,0,0,59.72,2,161,Wang2002,3A,NADP,,8,25,43.743,0.0493,60,0,0,0.0167,
30.15,60,0,0,0,65.48,2,161,Wang2002,3A,NADP,,8,25,43.743,0.0332,60,0,0,0.0153,
50.348,60,0,0,0,70.27,2,161,Wang2002,3A,NADP,,8,25,43.743,0.0199,60,0,0,0.0142,
2,60,2.5,0,0,14.41,2,161,Wang2002,3A,NADP,,8,25,43.743,0.5001,60,2.5,0,0.0694,
3.504,60,2.5,0,0,24.95,2,161,Wang2002,3A,NADP,,8,25,43.743,0.2854,60,2.5,0,0.0401,
5.009,60,2.5,0,0,29.78,2,161,Wang2002,3A,NADP,,8,25,43.743,0.1996,60,2.5,0,0.0336,
10.087,60,2.5,0,0,42.69,2,161,Wang2002,3A,NADP,,8,25,43.743,0.0991,60,2.5,0,0.0234,
20.165,60,2.5,0,0,57.05,2,161,Wang2002,3A,NADP,,8,25,43.743,0.0496,60,2.5,0,0.0175,
30.407,60,2.5,0,0,61.96,2,161,Wang2002,3A,NADP,,8,25,43.743,0.0329,60,2.5,0,0.0161,
50.344,60,2.5,0,0,67.79,2,161,Wang2002,3A,NADP,,8,25,43.743,0.0199,60,2.5,0,0.0148,
2,60,5,0,0,11.83,2,161,Wang2002,3A,NADP,,8,25,43.743,0.5001,60,5,0,0.0845,
3.496,60,5,0,0,18.65,2,161,Wang2002,3A,NADP,,8,25,43.743,0.286,60,5,0,0.0536,
5.001,60,5,0,0,23.14,2,161,Wang2002,3A,NADP,,8,25,43.743,0.2,60,5,0,0.0432,
10.028,60,5,0,0,36.24,2,161,Wang2002,3A,NADP,,8,25,43.743,0.0997,60,5,0,0.0276,
20.047,60,5,0,0,49.25,2,161,Wang2002,3A,NADP,,8,25,43.743,0.0499,60,5,0,0.0203,
30.404,60,5,0,0,58.8,2,161,Wang2002,3A,NADP,,8,25,43.743,0.0329,60,5,0,0.017,
50.339,60,5,0,0,65.48,2,161,Wang2002,3A,NADP,,8,25,43.743,0.0199,60,5,0,0.0153,
1.999,60,10,0,0,9.8,2,161,Wang2002,3A,NADP,,8,25,43.743,0.5002,60,10,0,0.102,
3.496,60,10,0,0,15.25,2,161,Wang2002,3A,NADP,,8,25,43.743,0.2861,60,10,0,0.0656,
5.015,60,10,0,0,20.96,2,161,Wang2002,3A,NADP,,8,25,43.743,0.1994,60,10,0,0.0477,
10.084,60,10,0,0,32.93,2,161,Wang2002,3A,NADP,,8,25,43.743,0.0992,60,10,0,0.0304,
20.045,60,10,0,0,46.1,2,161,Wang2002,3A,NADP,,8,25,43.743,0.0499,60,10,0,0.0217,
30.4,60,10,0,0,54.36,2,161,Wang2002,3A,NADP,,8,25,43.743,0.0329,60,10,0,0.0184,
51.809,60,10,0,0,62.64,2,161,Wang2002,3A,NADP,,8,25,43.743,0.0193,60,10,0,0.016,
1.999,60,15,0,0,7.69,2,161,Wang2002,3A,NADP,,8,25,43.743,0.5003,60,15,0,0.13,
3.502,60,15,0,0,12.31,2,161,Wang2002,3A,NADP,,8,25,43.743,0.2856,60,15,0,0.0812,
5.014,60,15,0,0,17.31,2,161,Wang2002,3A,NADP,,8,25,43.743,0.1994,60,15,0,0.0578,
10.024,60,15,0,0,25.9,2,161,Wang2002,3A,NADP,,8,25,43.743,0.0998,60,15,0,0.0386,
20.155,60,15,0,0,40.87,2,161,Wang2002,3A,NADP,,8,25,43.743,0.0496,60,15,0,0.0245,
30.39,60,15,0,0,47.23,2,161,Wang2002,3A,NADP,,8,25,43.743,0.0329,60,15,0,0.0212,
51.792,60,15,0,0,56.5,2,161,Wang2002,3A,NADP,,8,25,43.743,0.0193,60,15,0,0.0177,
1.999,60,20,0,0,6.52,2,161,Wang2002,3A,NADP,,8,25,43.743,0.5004,60,20,0,0.1534,
3.501,60,20,0,0,11.23,2,161,Wang2002,3A,NADP,,8,25,43.743,0.2856,60,20,0,0.089,
4.999,60,20,0,0,14.7,2,161,Wang2002,3A,NADP,,8,25,43.743,0.2001,60,20,0,0.068,
10.024,60,20,0,0,24.84,2,161,Wang2002,3A,NADP,,8,25,43.743,0.0998,60,20,0,0.0403,
20.039,60,20,0,0,39.2,2,161,Wang2002,3A,NADP,,8,25,43.743,0.0499,60,20,0,0.0255,
30.388,60,20,0,0,45.37,2,161,Wang2002,3A,NADP,,8,25,43.743,0.0329,60,20,0,0.022,
50.292,60,20,0,0,48.84,2,161,Wang2002,3A,NADP,,8,25,43.743,0.0199,60,20,0,0.0205,
10,20,0,0,0,26.18,3,161,Wang2002,4,G6P,,8,25,43.743,10,0.05,0,0,0.0382,
10,25,0,0,0,29.85,3,161,Wang2002,4,G6P,,8,25,43.743,10,0.04,0,0,0.0335,
10,40,0,0,0,40.96,3,161,Wang2002,4,G6P,,8,25,43.743,10,0.025,0,0,0.0244,
10,60,0,0,0,49.44,3,161,Wang2002,4,G6P,,8,25,43.743,10,0.0167,0,0,0.0202,
10,100,0,0,0,60.06,3,161,Wang2002,4,G6P,,8,25,43.743,10,0.0101,0,0,0.0166,
10,150,0,0,0,67.99,3,161,Wang2002,4,G6P,,8,25,43.743,10,0.0068,0,0,0.0147,
10,20,5,0,0,23.82,3,161,Wang2002,4,G6P,,8,25,43.743,10,0.05,5,0,0.042,
10,25,5,0,0,27.27,3,161,Wang2002,4,G6P,,8,25,43.743,10,0.04,5,0,0.0367,
10,40,5,0,0,37.51,3,161,Wang2002,4,G6P,,8,25,43.743,10,0.025,5,0,0.0267,
10,60,5,0,0,45.32,3,161,Wang2002,4,G6P,,8,25,43.743,10,0.0167,5,0,0.0221,
10,100,5,0,0,55,3,161,Wang2002,4,G6P,,8,25,43.743,10,0.0099,5,0,0.0182,
10,150,5,0,0,62.36,3,161,Wang2002,4,G6P,,8,25,43.743,10,0.0065,5,0,0.016,
10,20,10,0,0,18.44,3,161,Wang2002,4,G6P,,8,25,43.743,10,0.05,10,0,0.0542,
10,25,10,0,0,22.25,3,161,Wang2002,4,G6P,,8,25,43.743,10,0.04,10,0,0.0449,
10,40,10,0,0,29.22,3,161,Wang2002,4,G6P,,8,25,43.743,10,0.025,10,0,0.0342,
10,60,10,0,0,36.39,3,161,Wang2002,4,G6P,,8,25,43.743,10,0.0167,10,0,0.0275,
10,100,10,0,0,44.7,3,161,Wang2002,4,G6P,,8,25,43.743,10,0.0099,10,0,0.0224,
10,150,10,0,0,50.73,3,161,Wang2002,4,G6P,,8,25,43.743,10,0.0068,10,0,0.0197,
10,20,15,0,0,13.32,3,161,Wang2002,4,G6P,,8,25,43.743,10,0.05,15,0,0.0751,
10,25,15,0,0,15.49,3,161,Wang2002,4,G6P,,8,25,43.743,10,0.04,15,0,0.0646,
10,40,15,0,0,20.57,3,161,Wang2002,4,G6P,,8,25,43.743,10,0.0249,15,0,0.0486,
10,60,15,0,0,28.05,3,161,Wang2002,4,G6P,,8,25,43.743,10,0.0167,15,0,0.0356,
10,100,15,0,0,33.99,3,161,Wang2002,4,G6P,,8,25,43.743,10,0.0099,15,0,0.0294,
10,150,15,0,0,40.62,3,161,Wang2002,4,G6P,,8,25,43.743,10,0.0065,15,0,0.0246,
10,20,20,0,0,11.5,3,161,Wang2002,4,G6P,,8,25,43.743,10,0.05,20,0,0.0869,
10,25,20,0,0,13.34,3,161,Wang2002,4,G6P,,8,25,43.743,10,0.04,20,0,0.075,
10,40,20,0,0,19.12,3,161,Wang2002,4,G6P,,8,25,43.743,10,0.0249,20,0,0.0523,
10,60,20,0,0,23.82,3,161,Wang2002,4,G6P,,8,25,43.743,10,0.0167,20,0,0.042,
10,100,20,0,0,30.98,3,161,Wang2002,4,G6P,,8,25,43.743,10,0.0099,20,0,0.0323,
10,150,20,0,0,37.22,3,161,Wang2002,4,G6P,,8,25,43.743,10,0.0066,20,0,0.0269,
9.872,40,0,0,0,3.7,4,10,Kosow1974,1A,NADP,,8,25,43.743,0.1013,40,0,0,0.2702,
8.306,40,0,0,0,3.38,4,10,Kosow1974,1A,NADP,,8,25,43.743,0.1204,40,0,0,0.2957,
6.215,40,0,0,0,3.03,4,10,Kosow1974,1A,NADP,,8,25,43.743,0.1609,40,0,0,0.3301,
4.011,40,0,0,0,2.48,4,10,Kosow1974,1A,NADP,,8,25,43.743,0.2493,40,0,0,0.4039,
1.994,40,0,0,0,1.51,4,10,Kosow1974,1A,NADP,,8,25,43.743,0.5015,40,0,0,0.6604,
1,40,0,0,0,0.98,4,10,Kosow1974,1A,NADP,,8,25,43.743,1.0004,40,0,0,1.0224,
9.747,20,0,0,0,3.09,4,10,Kosow1974,1A,NADP,,8,25,43.743,0.1026,20,0,0,0.3239,
8.258,20,0,0,0,2.9,4,10,Kosow1974,1A,NADP,,8,25,43.743,0.1211,20,0,0,0.3443,
6.192,20,0,0,0,2.51,4,10,Kosow1974,1A,NADP,,8,25,43.743,0.1615,20,0,0,0.3988,
3.97,20,0,0,0,1.91,4,10,Kosow1974,1A,NADP,,8,25,43.743,0.2519,20,0,0,0.5246,
2,20,0,0,0,1.31,4,10,Kosow1974,1A,NADP,,8,25,43.743,0.5,20,0,0,0.7642,
0.999,20,0,0,0,0.76,4,10,Kosow1974,1A,NADP,,8,25,43.743,1.0015,20,0,0,1.314,
10.604,10,0,0,0,2.65,4,10,Kosow1974,1A,NADP,,8,25,43.743,0.0943,10,0,0,0.3773,
8.313,10,0,0,0,2.47,4,10,Kosow1974,1A,NADP,,8,25,43.743,0.1203,10,0,0,0.4047,
6.246,10,0,0,0,2.23,4,10,Kosow1974,1A,NADP,,8,25,43.743,0.1601,10,0,0,0.449,
3.971,10,0,0,0,1.49,4,10,Kosow1974,1A,NADP,,8,25,43.743,0.2518,10,0,0,0.6721,
1.995,10,0,0,0,1.08,4,10,Kosow1974,1A,NADP,,8,25,43.743,0.5012,10,0,0,0.9252,
1,10,0,0,0,0.57,4,10,Kosow1974,1A,NADP,,8,25,43.743,0.9998,10,0,0,1.7413,
9.766,6,0,0,0,1.78,4,10,Kosow1974,1A,NADP,,8,25,43.743,0.1024,6,0,0,0.5618,
8.23,6,0,0,0,1.56,4,10,Kosow1974,1A,NADP,,8,25,43.743,0.1215,6,0,0,0.6427,
6.18,6,0,0,0,1.28,4,10,Kosow1974,1A,NADP,,8,25,43.743,0.1618,6,0,0,0.7843,
3.975,6,0,0,0,1.09,4,10,Kosow1974,1A,NADP,,8,25,43.743,0.2516,6,0,0,0.9201,
1.998,6,0,0,0,0.65,4,10,Kosow1974,1A,NADP,,8,25,43.743,0.5006,6,0,0,1.5453,
1,6,0,0,0,0.4,4,10,Kosow1974,1A,NADP,,8,25,43.743,1.0005,6,0,0,2.4939,
9.728,4,0,0,0,1.19,4,10,Kosow1974,1A,NADP,,8,25,43.743,0.1028,4,0,0,0.8434,
8.11,4,0,0,0,1.13,4,10,Kosow1974,1A,NADP,,8,25,43.743,0.1233,4,0,0,0.8874,
6.131,4,0,0,0,1.06,4,10,Kosow1974,1A,NADP,,8,25,43.743,0.1631,4,0,0,0.9452,
3.979,4,0,0,0,0.81,4,10,Kosow1974,1A,NADP,,8,25,43.743,0.2513,4,0,0,1.2319,
1.994,4,0,0,0,0.48,4,10,Kosow1974,1A,NADP,,8,25,43.743,0.5015,4,0,0,2.0883,
0.999,4,0,0,0,0.32,4,10,Kosow1974,1A,NADP,,8,25,43.743,1.0013,4,0,0,3.1207,
10,40,0,0,0,3.65,5,10,Kosow1974,1B,G6P,,8,25,43.743,10,0.025,0,0,0.2737,
10,20.08,0,0,0,2.99,5,10,Kosow1974,1B,G6P,,8,25,43.743,10,0.0498,0,0,0.3346,
10,10.06,0,0,0,3,5,10,Kosow1974,1B,G6P,,8,25,43.743,10,0.0994,0,0,0.3329,
10,6.079,0,0,0,1.81,5,10,Kosow1974,1B,G6P,,8,25,43.743,10,0.1645,0,0,0.5524,
10,3.995,0,0,0,1.17,5,10,Kosow1974,1B,G6P,,8,25,43.743,10,0.2503,0,0,0.8564,
6,39.683,0,0,0,2.98,5,10,Kosow1974,1B,G6P,,8,25,43.743,6,0.0252,0,0,0.3355,
6,20.08,0,0,0,2.46,5,10,Kosow1974,1B,G6P,,8,25,43.743,6,0.0498,0,0,0.4067,
6,10.03,0,0,0,2.08,5,10,Kosow1974,1B,G6P,,8,25,43.743,6,0.0997,0,0,0.4805,
6,6.075,0,0,0,1.25,5,10,Kosow1974,1B,G6P,,8,25,43.743,6,0.1646,0,0,0.803,
6,4.006,0,0,0,1.05,5,10,Kosow1974,1B,G6P,,8,25,43.743,6,0.2496,0,0,0.9525,
4,40.816,0,0,0,2.5,5,10,Kosow1974,1B,G6P,,8,25,43.743,4,0.0245,0,0,0.4007,
